school_code,latitude,longitude,school_class,operation_type,highschool_type,gender,foundation_date,address_by_law
S010001059,37.56684247,126.8525133,elementary,public,,both,1993.8.5,1150010400
S010001060,37.54330935,126.8459511,elementary,public,,both,1967.3.31,1150010300
S010001061,37.56080588,126.8537249,elementary,private,,both,1965.12.3,1150010200
S010001197,37.45199688,126.9166976,elementary,private,,both,2001.3.1,1154510300
S010001198,37.47794535,126.896405,elementary,public,,both,1983.6.25,1154510200
S010001199,37.48312265,126.8507003,elementary,public,,both,1983.12.3,1153010700
S010001200,37.48972738,126.858306,elementary,public,,both,1971.9.1,1153010700
S010001201,37.48839858,126.850121,elementary,public,,both,1998.7.31,1153010700
S010001202,37.49924178,126.8655182,elementary,public,,both,1991.9.2,1153010600
S010001203,37.50104253,126.8569791,elementary,public,,both,1967.12.6,1153010600
S010001204,37.48548314,126.890983,elementary,public,,both,1964.3.11,1153010200
S010001205,37.49690415,126.88600829999999,elementary,public,,both,1950.6.20,1153010200
S010001206,37.49274072,126.8729387,elementary,public,,both,1987.10.22,1153010200
S010001207,37.44164885,126.9081994,elementary,public,,both,1998.7.31,1154510300
S010001208,37.45464753,126.9125446,elementary,public,,both,1983.10.7,1154510300
S010001209,37.53958444,126.89615520000001,elementary,public,,both,1945.8.15,1156012800
S010001210,37.53170555,126.89946119999999,elementary,public,,both,1984.7.30,1156011500
S010001211,37.52651876,126.889994,elementary,public,,both,1949.10.28,1156012700
S010001212,37.49811236,126.91382340000001,elementary,public,,both,1983.9.14,1156013200
S010001213,37.49359972,126.90049779999998,elementary,public,,both,1980.10.2,1156013300
S010001214,37.5023889,126.9194861,elementary,public,,both,1955.4.27,1156013200
S010001215,37.50244683,126.9058247,elementary,public,,both,1987.12.21,1156013200
S010001216,37.50605683,126.8566854,elementary,public,,both,1983.7.1,1153010600
S010001217,37.50812274,126.9071795,elementary,public,,both,1956.3.24,1156000000
S010001218,37.49872801,126.9008446,elementary,public,,both,1973.12.13,1156013300
S010001219,37.46557864,126.9004487,elementary,public,,both,1977.9.1,1154510200
S010001220,37.49490768,126.8925517,elementary,public,,both,1971.9.1,1153010200
S010001221,37.46742202,126.8906367,elementary,public,,both,1985.7.1,1154510200
S010001222,37.50450266,126.8444876,elementary,public,,both,1985.7.1,1153010700
S010001223,37.466412299999995,126.9086835,elementary,public,,both,1993.2.27,1154510200
S010001224,37.51866451,126.89328859999999,elementary,public,,both,1985.7.10,1156012100
S010001225,37.44709025,126.8992804,elementary,public,,both,1981.7.13,1154510300
S010001226,37.47454373,126.8993703,elementary,public,,both,1955.12.17,1154510200
S010001227,37.50520381,126.88801370000002,elementary,public,,both,2002.3.1,1153010200
S010001228,37.44673975,126.9050156,elementary,public,,both,1973.8.10,1154510300
S010001229,37.50461886,126.84925520000002,elementary,public,,both,1972.11.1,1153010600
S010001230,37.45477479,126.90482220000001,elementary,public,,both,1911.7.1,1154510300
S010001231,37.49937741,126.8892874,elementary,public,,both,1982.10.26,1153010200
S010001232,37.49192403,126.9058543,elementary,public,,both,1995.1.10,1156013300
S010001233,37.51227653,126.88288229999999,elementary,public,,both,1982.10.22,1153010100
S010001234,37.506766299999995,126.8797159,elementary,public,,both,2002.3.1,1153010100
S010000951,37.49162927,127.12235659999999,elementary,public,,both,1992.10.21,1171010700
S010001734,37.64839698,127.0675498,elementary,private,,both,1964.2.6,1135010600
S010001735,37.66292996,127.06807509999999,elementary,public,,both,1983.7.1,1135010500
S010001736,37.6193999,127.0740392,elementary,public,,both,1979.4.4,1135010300
S010001737,37.6270456,127.0744063,elementary,public,,both,1982.7.7,1135010300
S010001738,37.67296962,127.0583765,elementary,public,,both,1972.9.2,1135010500
S010001739,37.67323923,127.0547828,elementary,public,,both,1994.11.10,1135010500
S010001740,37.62864668,127.06341909999999,elementary,public,,both,1995.1.10,1135010200
S010001741,37.68669133,127.04937120000001,elementary,public,,both,1993.7.20,1132010800
S010001742,37.64863395,127.0583817,elementary,public,,both,1988.2.9,1135010500
S010001743,37.67955707,127.0383341,elementary,public,,both,1966.6.28,1132010800
S010001744,37.66527683,127.054549,elementary,public,,both,1988.9.28,1135010500
S010001745,37.6640395,127.03205729999999,elementary,public,,both,1982.7.7,1132010600
S010001746,37.65298706,127.013549,elementary,public,,both,1980.5.20,1132010500
S010001747,37.65112496,127.0805624,elementary,public,,both,1993.9.1,1135010600
S010001748,37.67050507,127.0517418,elementary,public,,both,1989.5.4,1135010500
S010001749,37.65912409,127.0659095,elementary,public,,both,1946.9.11,1135010500
S010001750,37.66272176,127.06264840000001,elementary,public,,both,1988.9.28,1135010500
S010001751,37.65162298,127.0648868,elementary,public,,both,1988.2.9,1135010500
S010001752,37.66763033,127.0602136,elementary,public,,both,1989.5.13,1135010500
S010001753,37.65848709,127.0571716,elementary,public,,both,1990.1.20,1135010500
S010001754,37.64598135,127.0578888,elementary,public,,both,1989.5.13,1135010500
S010001755,37.61850354,127.0581647,elementary,public,,both,1974.9.1,1135010200
S010001756,37.68429385,127.05422109999999,elementary,public,,both,1983.4.6,1135010500
S010001757,37.64812624,127.0813164,elementary,public,,both,2000.3.1,1135010600
S010001758,37.65082107,127.02776909999999,elementary,public,,both,1981.6.10,1132010500
S010001759,37.63000893,127.05321529999999,elementary,public,,both,1981.7.1,1135010200
S010001760,37.66559481,127.02958559999999,elementary,public,,both,1986.4.24,1132010600
S010001761,37.66814915,127.07558909999999,elementary,public,,both,1970.5.22,1135010500
S010001762,37.63659186,127.0419625,elementary,public,,both,1971.1.5,1132010700
S010001763,37.66078234,127.0252821,elementary,public,,both,1988.1.9,1132010600
S010001764,37.63248977,127.0412247,elementary,public,,both,1984.7.30,1132010700
S010001765,37.64866828,127.02472920000001,elementary,public,,both,1974.4.30,1132010500
S010001766,37.63351631,127.0599789,elementary,public,,both,1998.3.1,1135010200
S010001767,37.63498895,127.0727394,elementary,public,,both,1945.11.10,1135010400
S010001768,37.67175795,127.04034779999999,elementary,public,,both,2000.3.1,1132000000
S010001769,37.66739926,127.06598290000001,elementary,public,,both,1988.2.9,1135010500
S010001770,37.6415597,127.069476,elementary,public,,both,1991.3.25,1135010600
S010001771,37.6292652,127.06889309999998,elementary,public,,both,1995.6.25,1135010300
S010001772,37.654018900000004,127.0748416,elementary,public,,both,1991.10.30,1135010600
S010001773,37.62762424,127.05084209999998,elementary,public,,both,1992.7.15,1135010200
S010001774,37.64783565,127.05196029999999,elementary,public,,both,1988.9.28,1132010700
S010001775,37.65064037,127.0729274,elementary,public,,both,1994.1.5,1135010600
S010001776,37.65756505,127.0465597,elementary,public,,both,1997.1.5,1132010700
S010001777,37.65751565,127.07326940000002,elementary,public,,both,1975.10.2,1135010600
S010001778,37.64367019,127.0627832,elementary,public,,both,1990.4.7,1135010600
S010001779,37.63730543,127.0641719,elementary,public,,both,1988.4.25,1135010400
S010001780,37.6321062,127.0665372,elementary,public,,both,1989.10.18,1135010400
S010001781,37.65604739,127.0349723,elementary,public,,both,1989.9.1,1132010500
S010001782,37.66371152,127.04952879999999,elementary,public,,both,1981.11.24,1132010600
S010001783,37.65512011,127.04476170000001,elementary,public,,both,1930.4.1,1132010700
S010001784,37.64305965,127.04148500000001,elementary,public,,both,1997.6.4,1132010700
S010001785,37.652330600000006,127.0405915,elementary,public,,both,1990.7.16,1132010700
S010001786,37.64746848,127.0476085,elementary,public,,both,1990.7.16,1132010700
S010001787,37.64466805,127.0662865,elementary,public,,both,1895-09-01,1135010600
S010001788,37.6581088,127.02230149999998,elementary,public,,both,1993.7.20,1132010600
S010001789,37.62637772,127.0907213,elementary,public,,both,2001.6.11,1135010300
S010001790,37.62246894,127.08494340000001,elementary,public,,both,1986.1.17,1135010300
S010001791,37.62015506,127.06889270000002,elementary,public,,both,1983.12.3,1135010200
S010001792,37.66537205,127.06134329999999,elementary,private,,both,1965.12.5,1135010500
S010001793,37.64093107,127.10979809999999,elementary,private,,both,1949.11.19,1135010300
S010001794,37.65314239,127.0327077,elementary,private,,both,1969.6.5,1132010500
S010001795,37.62813045,127.09365259999998,elementary,private,,both,1967.12.14,1135010300
S010001966,37.56528345,126.96277099999999,elementary,private,,both,1964.12.3,1141010100
S010001967,37.58336123,126.928555,elementary,private,,both,1967.3.15,1141011800
S010001968,37.61925867,126.91670890000002,elementary,public,,both,1966.12.2,1138010400
S010001969,37.58477023,126.9434152,elementary,public,,both,1971.12.3,1141011100
S010001970,37.54592662,126.9535775,elementary,public,,both,1944.4.11,1144010200
S010001971,37.61237792,126.9094521,elementary,public,,both,1977.11.29,1138010500
S010001972,37.56827705,126.9633067,elementary,public,,both,1924.3.24,1141010600
S010001973,37.60413521,126.9262845,elementary,public,,both,1982.9.24,1138010200
S010001974,37.55795026,126.94773799999999,elementary,public,,both,1965.3.10,1141011200
S010001975,37.61183648,126.92623880000001,elementary,public,,both,1982.10.8,1138010600
S010001976,37.61287676,126.91958840000001,elementary,public,,both,1967.9.15,1138010600
S010001977,37.55809588,126.9025892,elementary,public,,both,1974.9.1,1144012300
S010001978,37.53877757,126.94964170000002,elementary,public,,both,1910.6.24,1144010400
S010001979,37.56070749,126.90107090000001,elementary,public,,both,1983.12.31,1144012300
S010001980,37.56311085,126.96585060000001,elementary,public,,both,1896-05-01,1141010400
S010001981,37.57783539,126.90758980000001,elementary,public,,both,1968.12.23,1141011900
S010001982,37.5591762,126.95226909999998,elementary,public,,both,1941.11.1,1141011000
S010001983,37.65405215,126.9501817,elementary,public,,both,1966.12.6,1138011400
S010001984,37.61280178,126.930945,elementary,public,,both,1962.4.18,1138010300
S010001985,37.59780796,126.9050438,elementary,public,,both,1982.7.7,1138010900
S010001986,37.57658427,126.8923219,elementary,public,,both,1979.10.31,1144012700
S010001987,37.54826989,126.92685120000002,elementary,public,,both,1937.4.1,1144011500
S010001988,37.55492474,126.924974,elementary,public,,both,1962.7.12,1144012000
S010001989,37.55329583,126.91108359999998,elementary,public,,both,1969.3.1,1144012200
S010001990,37.5604451,126.9113858,elementary,public,,both,1983.12.3,1144012500
S010001991,37.56698252,126.90454209999999,elementary,public,,both,1986.10.22,1144012500
S010001992,37.55226664,126.9608455,elementary,public,,both,1933.5.1,1144010100
S010001993,37.5849498,126.89563030000001,elementary,public,,both,1935.4.1,1138010100
S010001994,37.63296389,126.92931809999999,elementary,public,,both,1928.12.1,1138011400
S010001995,37.57095668,126.90474540000001,elementary,public,,both,1982.11.1,1144012600
S010001996,37.5928019,126.91230359999999,elementary,public,,both,1980.10.24,1138010900
S010001997,37.54416118,126.9378894,elementary,public,,both,1964.3.10,1144011100
S010001998,37.55542287,126.95653850000001,elementary,public,,both,1925.4.2,1144010100
S010001999,37.57934044,126.9515446,elementary,public,,both,1936.6.19,1141011100
S010002000,37.60168154,126.914372,elementary,public,,both,1972.12.1,1138010800
S010002001,37.57989027,126.91811640000002,elementary,public,,both,1972.11.30,1141012000
S010002002,37.62666722,126.92854679999999,elementary,public,,both,1976.3.18,1138010300
S010002318,37.59895126,127.0401072,elementary,public,,both,2000.9.1,1129013500
S010002319,37.61664678,127.0482202,elementary,public,,both,1978.2.22,1129013800
S010002320,37.61212052,127.04982759999999,elementary,public,,both,1946.12.21,1129013800
S010002405,37.57610111,126.98828290000002,elementary,private,,both,1986.3.4,1111013200
S010002321,37.59782277,127.01351470000002,elementary,public,,both,1946.11.1,1129011000
S010002322,37.61964055,127.0053469,elementary,public,,both,1985.7.10,1129013300
S010002323,37.60402862,127.00795259999998,elementary,public,,both,1986.4.6,1129013300
S010002324,37.61203173,127.00040659999999,elementary,public,,both,1967.9.10,1129013300
S010002325,37.62369294,127.02922590000001,elementary,public,,both,1967.9.15,1130510100
S010002326,37.59393484,127.02332050000001,elementary,private,,both,1965.3.8,1129010300
S010002327,37.61320741,127.0278071,elementary,private,,both,1965.9.25,1130510100
S010002328,37.59560791,127.0114325,elementary,private,,both,1965.3.24,1129010300
S010002365,37.50467614,126.9967878,elementary,private,,both,1882-09-08,1165010700
S010002366,37.5557597,127.01716529999999,elementary,private,,both,1966.3.10,1114016200
S010002367,37.55773496,126.9879121,elementary,private,,both,1965.5.20,1114014200
S010000992,37.53811563,126.8563979,middle,private,,female,1978.1.30,1150010300
S010000993,37.54061681,126.83017120000001,middle,public,,both,1969.11.11,1147010300
S010000994,37.52442452,126.84968799999999,middle,public,,both,1986.2.17,1147010300
S010000995,37.54776895,126.86935290000001,middle,public,,both,1984.1.9,1147010200
S010000996,37.53289005,126.8294856,middle,public,,both,1990.1.20,1147010300
S010000997,37.53538402,126.88688130000001,middle,private,,male,1905.2.11,1147010200
S010000998,37.51970729,126.83097820000002,middle,public,,both,1990.1.20,1147010300
S010002368,37.60075792,126.9563523,elementary,private,,both,1966.3.12,1111018500
S010002369,37.56735918,127.0151801,elementary,public,,both,1895-07-19,1114016200
S010002370,37.57468265,126.9877817,elementary,public,,both,1894-09-18,1111013400
S010002371,37.5404868,126.96125959999999,elementary,public,,both,1915.9.10,1117011900
S010002372,37.55991348,126.98675559999998,elementary,public,,both,1945.11.1,1114012900
S010002373,37.53656475,126.9649864,elementary,public,,both,1945.11.1,1117011300
S010002375,37.56863502,126.9745777,elementary,public,,both,1912.4.1,1114016700
S010002376,37.57413657,126.9602466,elementary,public,,both,1957.9.28,1111018700
S010002377,37.57731605,126.9667696,elementary,public,,both,1895-11-15,1111011300
S010002378,37.58146865,127.0139642,elementary,public,,both,1971.10.6,1111017400
S010002379,37.53246659,126.9963946,elementary,public,,both,1962.6.22,1117013000
S010002380,37.55635083,126.964169,elementary,public,,both,1895-09-18,1114017400
S010002381,37.54732018,126.97673470000001,elementary,public,,both,1945.11.1,1117010100
S010002382,37.52124919,126.99223149999999,elementary,public,,both,1945.11.1,1117013300
S010002383,37.60317127,126.96093870000001,elementary,public,,both,1948.11.24,1111018600
S010002384,37.567625899999996,127.02766170000001,elementary,public,,both,1959.4.3,1120010200
S010002385,37.52001219,126.97589750000002,elementary,public,,both,1968.9.25,1117012900
S010002386,37.53527599,126.9723116,elementary,public,,both,1945.11.1,1117012500
S010002387,37.54494716,126.9895351,elementary,public,,both,1965.9.26,1117010200
S010002388,37.53607983,126.9514815,elementary,public,,both,1983.5.11,1117011500
S010002389,37.53589957,126.98794679999999,elementary,public,,both,1943.5.1,1117013000
S010002390,37.55991095,127.01130020000001,elementary,public,,both,1953.10.21,1114016200
S010002391,37.57992482,126.9855602,elementary,public,,both,1895-08-30,1111014600
S010002392,37.57598005,127.01428370000001,elementary,public,,both,1916.5.20,1111017400
S010002393,37.55847699,127.01419409999998,elementary,public,,both,1937.9.1,1114016200
S010002394,37.58563258,126.9692422,elementary,public,,both,1923.4.1,1111010100
S010002395,37.54751471,126.9642735,elementary,public,,both,1943.1.20,1117011000
S010002396,37.5618487,127.0018595,elementary,public,,both,1957.4.28,1114014400
S010002397,37.52522655,126.965079,elementary,public,,both,1959.3.31,1117012800
S010002398,37.5393989,127.00490959999999,elementary,public,,both,1921.5.9,1117013100
S010002399,37.58913694,126.99989270000002,elementary,public,,both,1910.1.25,1111016900
S010002400,37.57268283,127.0028689,elementary,public,,both,1895-11-15,1111016200
S010002401,37.55110281,126.98218,elementary,public,,both,1967.3.1,1117010100
S010002402,37.56066057,127.01444209999998,elementary,public,,both,1946.11.14,1114016200
S010002403,37.55633675,126.98807849999999,elementary,private,,both,1966.2.25,1114014200
S010002404,37.54270265,126.9702694,elementary,private,,both,1964.11.26,1117011100
S010002495,37.511368299999994,126.85430829999999,elementary,public,,both,2000.5.2,1147010100
S010005177,37.44753081,126.9164244,elementary,public,,both,2003.3.27,1154510300
S010005178,37.66657456,127.0812564,elementary,public,,both,2003.1.6,1135010500
S010005179,37.49089434,126.9550476,elementary,public,,both,2003.1.6,1162010100
S010005203,37.54755486,127.09124320000001,elementary,public,,both,2003.9.1,1121510300
S010005213,37.62400172,126.92442690000001,elementary,public,,both,2004.3.1,1138010300
S010005214,37.49747061,126.86567600000001,elementary,public,,both,2004.3.1,1153010600
S010005215,37.65985099,127.04326809999999,elementary,public,,both,2003.12.30,1132010700
S010005236,37.609204299999995,127.0736243,elementary,public,,both,2004.9.1,1126010400
S010005241,37.54424033,127.09832490000001,elementary,public,,both,2005.3.1,1121510400
S010005244,37.56802135,127.0426841,elementary,public,,both,2005.3.1,1120010500
S010005247,37.59232847,126.9074837,elementary,public,,both,2005.3.1,1138010900
S010005249,37.60857861,127.0699087,elementary,public,,both,2005.3.1,1129013900
S010005251,37.49567494,126.916097,elementary,public,,both,2005.3.1,1159010900
S010005253,37.55512713,126.8711608,elementary,public,,both,2005.9.1,1150010100
S010005254,37.51968192,126.8876868,elementary,public,,both,2005.1.5,1156012400
S010005257,37.48417783,126.909581,elementary,public,,both,2005.3.1,1162010200
S010005259,37.54072601,126.84740759999998,elementary,public,,both,2005.1.5,1150010300
S010005269,37.55764558,127.02929979999999,elementary,public,,both,2005.7.14,1120010700
S010005272,37.60881486,127.0168305,elementary,public,,both,2006.1.5,1129013400
S010005280,37.512868,126.84542659999998,elementary,public,,both,2005.12.29,1147010100
S010005282,37.62218043,127.04716280000001,elementary,public,,both,2006.7.19,1129013800
S010005283,37.58609494,127.0701251,elementary,public,,both,2006.3.1,1123010900
S010005370,37.57960197,126.8821351,elementary,public,,both,2007.6.5,1144012700
S010005372,37.53263087,126.8926715,elementary,public,,both,2007.3.1,1156012700
S010005374,37.56385487,127.0237242,elementary,public,,both,2007.2.14,1114016200
S010005384,37.51028143,127.08906770000002,elementary,public,,both,2007.9.1,1171010100
S010005386,37.48268633,127.1302223,elementary,public,,both,2007.9.1,1171010900
S010005387,37.48823549,126.97510159999999,elementary,public,,both,2007.9.1,1159010700
S010005495,37.47113833,127.04206979999998,elementary,public,,both,2008.3.1,1165010200
S010005496,37.55266332,126.8238445,elementary,public,,both,2008.3.1,1150010600
S010005502,37.59769681,126.9184564,elementary,public,,both,2008.7.16,1138010700
S010005503,37.49711757,127.13966380000001,elementary,public,,both,2008.3.1,1171011200
S010005504,37.52242179,127.10477859999999,elementary,public,,both,2008.7.17,1171010200
S010005505,37.64519948,126.92921240000001,elementary,public,,both,2008.9.1,1138011400
S010005507,37.52678174,126.8734243,elementary,public,,both,2009.3.1,1147010200
S010005513,37.55398973,127.0697433,elementary,public,,both,2009.3.1,1120011800
S010005527,37.55455158,127.1733624,elementary,public,,both,2011.3.1,1174010300
S010005546,37.54199063,126.8617624,elementary,public,,both,2009.4.30,1150010200
S010005548,37.51404913,126.8320115,elementary,public,,both,2011.9.1,1147010100
S010005549,37.46434739,127.02378940000001,elementary,public,,both,2012.3.1,1165010300
S010005551,37.54661057,127.0100328,elementary,public,,both,2010.3.1,1120011300
S010000973,37.55987289,126.8432423,middle,public,,both,1995.1.10,1150010200
S010000974,37.55953856,126.8514652,middle,public,,both,1995.5.4,1150010200
S010000975,37.551949799999996,126.8597979,middle,private,,both,1981.1.30,1150010200
S010000976,37.56004392,126.8528162,middle,private,,male,1950.6.1,1150010200
S010000977,37.55350171,126.834718,middle,private,,female,1977.12.30,1150010600
S010000978,37.52051562,126.8714631,middle,public,,both,1981.3.1,1147010100
S010000979,37.5133313,126.87430800000001,middle,public,,both,1986.12.17,1147010100
S010000980,37.57577439,126.8088127,middle,public,,both,1993.10.5,1150010900
S010000981,37.56502146,126.8067294,middle,public,,both,1986.1.29,1150010900
S010000982,37.54816836,126.85920109999999,middle,public,,both,1982.12.9,1150010200
S010000983,37.50896384,126.86137020000001,middle,private,,female,1951.10.8,1147010100
S010000984,37.58124027,126.8107463,middle,public,,both,1994.1.5,1150010900
S010000985,37.56938302,126.845729,middle,public,,both,1995.1.10,1150010400
S010000986,37.55373155,126.81534750000002,middle,public,,both,1991.1.21,1150010800
S010000987,37.52044085,126.8478926,middle,public,,both,1984.1.9,1147010300
S010000988,37.53665397,126.872578,middle,public,,both,1986.1.29,1147010200
S010000989,37.51557744,126.85569939999999,middle,public,,both,1982.12.9,1147010100
S010000990,37.53668316,126.82422460000001,middle,public,,both,1986.1.29,1147010300
S010000991,37.54065764,126.82908470000001,middle,public,,both,1980.12.17,1147000000
S010002263,37.64488556,127.0260104,middle,public,,both,1980.12.27,1130510300
S010002264,37.61038457,127.00103529999998,middle,private,,both,1968.3.11,1129013300
S010002265,37.59770429,127.01954540000001,middle,private,,male,1955.3.15,1129010300
S010002266,37.61839715,127.05565559999998,middle,private,,male,1934.5.20,1129013800
S010002267,37.5941935,127.00766540000001,middle,private,,female,1942.6.17,1129010100
S010000999,37.55361042,126.87196740000002,middle,public,,both,1984.1.16,1150010100
S010001000,37.53587117,126.86591170000001,middle,private,,male,1938.9.10,1147010200
S010001001,37.53745961,126.88303329999998,middle,public,,both,1991.1.21,1147010200
S010001002,37.54821493,126.8331841,middle,private,,male,1974.1.5,1150010600
S010001003,37.53669195,126.8424164,middle,public,,both,1995.1.11,1150010300
S010001165,37.46837407,126.8943615,middle,public,,both,1970.8.10,1154510200
S010001166,37.50259502,126.84195890000001,middle,public,,both,1984.5.4,1153010700
S010001167,37.48731462,126.8511971,middle,public,,both,1987.2.12,1153010700
S010001168,37.50011845,126.861981,middle,public,,both,1984.12.8,1153010600
S010001169,37.49424575,126.89074270000002,middle,public,,both,1978.1.5,1153010200
S010001170,37.49488375,126.87390740000001,middle,public,,both,1990.1.20,1153010200
S010001171,37.47765019,126.9106486,middle,public,,both,1980.1.24,1154510200
S010001172,37.53206075,126.89860520000002,middle,public,,both,1982.12.9,1156011500
S010001173,37.53197275,126.9073587,middle,public,,both,1968.8.6,1156011600
S010001174,37.49214261,126.9075629,middle,public,,both,1984.1.9,1156013300
S010001175,37.50305107,126.9051045,middle,public,,both,1988.2.2,1156013200
S010001176,37.45222986,126.9171196,middle,private,,both,1968.12.16,1154510300
S010001177,37.52021484,126.8842481,middle,public,,both,1986.1.29,1156012400
S010001178,37.47557739,126.9087115,middle,public,,both,1990.1.20,1154510200
S010001179,37.45003576,126.8990257,middle,private,,male,1967.12.14,1154510300
S010001180,37.47442703,126.8957415,middle,public,,both,1968.8.6,1154510200
S010001181,37.44579338,126.90541609999998,middle,public,,both,1991.10.30,1154510300
S010001182,37.5104579,126.8854304,middle,public,,both,1984.1.9,1153010100
S010001183,37.4592075,126.887722,middle,public,,both,1991.1.21,1154510200
S010001184,37.53284324,126.89432930000001,middle,public,,both,1985.4.19,1156012700
S010001185,37.51957799,126.89630090000001,middle,public,,both,1980.12.27,1156012100
S010001186,37.52376137,126.935447,middle,public,,both,1972.12.31,1156011000
S010001187,37.49753079,126.89597959999999,middle,public,,both,1980.1.24,1156013300
S010001188,37.49780447,126.89077649999999,middle,public,,both,1979.1.31,1153010200
S010001189,37.48898188,126.8944604,middle,public,,both,1980.1.24,1153010200
S010001190,37.51565120000001,126.9140628,middle,public,,both,1950.5.24,1156010100
S010001191,37.48725635,126.83658510000001,middle,public,,both,1988.2.2,1153010800
S010001192,37.49799611,126.8544858,middle,public,,both,1969.11.11,1153010700
S010001193,37.50760048,126.8461243,middle,public,,both,1976.3.6,1153010600
S010001194,37.49596744,126.82671780000001,middle,private,,male,1974.1.5,1153010900
S010001195,37.51897848,126.923703,middle,public,,both,1981.9.2,1156011000
S010001196,37.46219599,126.90672620000001,middle,public,,both,1971.12.29,1154510300
S010001363,37.59448582,127.05102959999999,middle,private,,female,1960.2.9,1123010800
S010001364,37.59440815,127.0549053,middle,private,,male,1959.12.12,1123010800
S010001365,37.57851893,127.0248001,middle,private,,both,1947.11.25,1123010100
S010001367,37.57794872,127.07517050000001,middle,private,,male,1947.6.24,1123010600
S010001368,37.5744331,127.05207859999999,middle,public,,both,1963.1.23,1123010400
S010001369,37.60380725,127.1085528,middle,public,,both,1986.1.29,1126010500
S010001370,37.58290451,127.0959844,middle,public,,both,1981.12.17,1126010100
S010001371,37.59649005,127.1039153,middle,public,,both,1985.5.1,1126010500
S010001372,37.60135015,127.09027820000001,middle,public,,both,2001.3.1,1126010200
S010001373,37.581287700000004,127.03382909999999,middle,public,,both,1969.11.1,1123010300
S010001374,37.60602827,127.10497409999999,middle,private,,female,1970.1.31,1126010500
S010001375,37.57378341,127.04408889999999,middle,public,,both,1974.12.27,1123010500
S010001376,37.60441346,127.09173510000001,middle,public,,both,1996.1.15,1126010200
S010001377,37.60358601,127.1044977,middle,private,,female,1969.1.15,1126010500
S010001378,37.57412795,127.0860548,middle,public,,both,2001.3.1,1126010100
S010001379,37.61777209,127.08445320000001,middle,public,,both,1996.1.15,1126010400
S010001380,37.60047297,127.0807253,middle,public,,both,1969.11.11,1126010300
S010001381,37.56628351,127.0705294,middle,public,,both,1967.10.20,1123010600
S010001382,37.58126561,127.05970570000001,middle,public,,both,1967.10.27,1123010400
S010001383,37.58536429,127.0711298,middle,public,,both,1984.12.8,1123010900
S010001384,37.5815753,127.0584078,middle,public,,both,1974.3.4,1123010400
S010001385,37.58570641,127.0410078,middle,private,,female,1908.9.1,1123010300
S010001386,37.60505734,127.0814247,middle,public,,both,1972.12.29,1126010300
S010001387,37.58433185,127.09520090000001,middle,public,,both,1970.3.3,1126010100
S010001388,37.58772145,127.0513845,middle,public,,both,1951.8.30,1123010700
S010001389,37.6122945,127.0826001,middle,public,,both,1972.9.1,1126010400
S010001391,37.59250342,127.0967967,middle,private,,female,1970.1.15,1126010500
S010001392,37.58238274,127.0675665,middle,private,,female,1970.1.31,1123010900
S010001393,37.58691172,127.0620517,middle,public,,both,1969.11.11,1123010900
S010001545,37.50246154,126.9224055,middle,public,,both,1959.4.3,1159010800
S010001546,37.50307213,126.9311,middle,public,,both,1968.8.6,1159010200
S010001547,37.48043661,126.96185249999999,middle,public,,both,1981.2.25,1162010100
S010001548,37.46514106,126.9250905,middle,private,,both,1951.10.10,1162010200
S010001549,37.49373443,126.9450235,middle,public,,both,1986.1.19,1159010200
S010001550,37.46671212,126.92279509999999,middle,public,,both,1984.4.23,1162010200
S010001551,37.47141545,126.9246992,middle,private,,male,1971.1.30,1162010200
S010001552,37.4817951,126.92145929999998,middle,public,,both,1964.11.12,1162010200
S010005553,37.48160957,126.8371548,elementary,public,,both,2011.9.1,1153011100
S010005555,37.58553531,126.8807699,elementary,public,,both,2011.3.1,1144012700
S010005557,37.64249339,126.91914009999998,elementary,public,,both,2011.1.13,1138011400
S010005559,37.62029538,126.9341783,elementary,public,,both,2011.3.1,1138010300
S010005567,37.49496183,126.95268840000001,elementary,public,,both,2012.9.1,1159010200
S010005577,37.60995123,126.9057865,elementary,public,,both,2008.12.31,1138010500
S010005581,37.63303012,126.92112009999998,elementary,public,,both,2008.12.31,1138011400
S010005597,37.57368245,126.91838909999998,elementary,public,,both,2016.3.1,1141012000
S010005606,37.61798909,127.1114668,elementary,public,,both,2014.3.1,1126010600
S010005828,37.47451551,127.10828479999999,elementary,public,,both,2014.8.28,1168011200
S010005830,37.45709258,127.01931280000001,elementary,public,,both,2013.3.1,1165010300
S010005831,37.47206129,127.0996665,elementary,public,,both,2014.9.1,1168011200
S000003559,35.19469758,129.07513290000003,elementary,national,,both,1960.5.16,2647010100
S010005832,37.468362400000004,127.09097620000001,elementary,public,,both,2012.8.30,1168011100
S010006043,37.47773418,127.13850390000002,elementary,public,,both,2014.3.1,1171010900
S010006211,37.47881416,127.1450416,elementary,public,,both,2016.3.1,1171010900
S010006385,37.56207601,127.1809455,elementary,public,,both,2017.3.1,1174011000
S010006386,37.45809933,126.89608909999998,elementary,public,,both,2017.3.1,1154510200
S000003514,37.59515096,127.0388473,middle,national,,male,1946.9.1,1129013500
S000003562,37.57791267,127.00384299999999,middle,national,,female,1969.3.3,1111016800
S010000698,37.49134112,127.0713703,middle,public,,both,1984.12.4,1168010300
S010000700,37.51106332,127.0093138,middle,public,,both,1981.3.1,1165010800
S010001572,37.47272193,126.96939679999998,middle,public,,both,1971.1.16,1162010100
