"user_id","birthday","gender","photo_count","profile_score","profile_tier","bio","characters","height","body_type","blood_type","education","school","job","company","religion","smoking","drinking","region","state","locality","longitude","latitude","current_region","language","is_out","is_deactivated","is_blocked","phone_number","facebook_email_address","account_created_at","is_confirm","confirm_admin_id","admin_confirmed_at","rating_completed_at","sign_up_completed","stage","stage_updated_at","last_activity_at"
1875766,"1997-02-27","F",3,47.54,"Silver",NULL,NULL,169,"BF05",NULL,"UE03",NULL,8,NULL,"UR00","SM02","DR01","KR","경상북도","안동시",128.7294,36.5684,"KR","ko","N","N",NULL,+8210,"gmail.com","2019-02-25 02:56:43","Y",55,"2019-02-25 05:47:54","2019-02-25 05:49:38","Y",NULL,"2019-02-25 05:49:52","2019-03-15 12:37:58"
1875767,"1989-04-17","F",3,68.61,"Diamond",NULL,NULL,165,"BF02",NULL,"UE03",NULL,288,NULL,"UR00","SM02","DR01","KR","충청북도","충주시",127.9259,36.9910,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-25 02:56:49","Y",39,"2019-02-25 03:01:03","2019-02-25 03:02:09","Y",NULL,"2019-02-25 03:02:14","2019-03-15 10:18:45"
1875773,"1999-01-31","F",3,55.90,"Gold",NULL,NULL,168,"BF04",NULL,"UE01",NULL,1,NULL,"UR01","SM02","DR01","US","TX","Bridge City",-93.8457,30.0208,"US","en","N","Y",NULL,NULL,"gma","2019-02-25 02:58:39","Y",39,"2019-02-25 03:02:14","2019-02-25 03:15:03","Y",NULL,"2019-02-25 03:20:05","2019-02-25 03:20:59"
1875779,"2000-02-24","F",0,NULL,NULL,NULL,NULL,166,"BF03",NULL,"UE01",NULL,7,NULL,"UR02","SM02","DR02","KR","경기도","수원시",127.0286,37.2636,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-25 03:02:59",NULL,NULL,NULL,NULL,"N","Picture","2019-02-25 03:04:48","2019-02-25 03:03:00"
1875781,"1984-09-17","F",3,NULL,NULL,NULL,NULL,173,"BF02",NULL,"UE03",NULL,243,NULL,"UR00","SM02","DR01","KR","","울산광역시",129.3114,35.5384,"KR","ko","Y","Y",NULL,NULL,"naver.com","2019-02-25 03:05:44",NULL,NULL,NULL,NULL,"N","Review","2019-02-25 03:08:52","2019-02-25 03:06:10"
1875783,"1990-05-25","F",3,73.44,"Diamond",NULL,NULL,158,"BF01",NULL,"UE02",NULL,"<job>애견미용사</job>",NULL,"UR00","SM02","DR02","KR","경기도","부천시",126.7660,37.5034,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-25 03:07:04","Y",39,"2019-02-25 03:11:53","2019-02-25 03:12:49","Y",NULL,"2019-02-25 03:13:44","2019-03-02 22:05:11"
1875789,"1993-08-15","F",4,NULL,NULL,NULL,NULL,170,"BF01",NULL,"UE06",NULL,53,NULL,"UR99","SM02","DR02","VN","","Ho Chi Minh City",106.6297,10.8231,"VN","en","Y","Y",NULL,NULL,NULL,"2019-02-25 03:09:47",NULL,NULL,NULL,NULL,"N","Review","2019-02-25 03:29:34","2019-02-26 04:50:08"
1875795,"1993-04-14","F",0,NULL,NULL,NULL,NULL,167,"BF02",NULL,"UE02",NULL,8,NULL,"UR00","SM02","DR01","KR","강원도","강릉시",128.8761,37.7519,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-25 03:13:31",NULL,NULL,NULL,NULL,"N","Picture","2019-02-25 03:16:08","2019-02-25 03:13:32"
1875798,"1992-11-25","F",3,NULL,NULL,NULL,NULL,164,"BF00",NULL,"UE03",NULL,5,NULL,"UR00","SM02","DR01","JP","가고시마 현","가고시마 시",130.5506,31.5906,"KR","ko","N","Y","Y",+8615,NULL,"2019-02-25 03:13:51","N",39,"2019-02-25 03:16:54",NULL,"N","Review","2019-02-25 03:15:55","2019-02-25 03:13:52"
1875807,"1997-04-29","F",3,90.04,"Diamond",NULL,NULL,161,"BF01",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 03:17:22","Y",39,"2019-02-25 03:24:22","2019-02-25 03:25:45","Y",NULL,"2019-02-25 03:32:32","2019-02-26 18:07:45"
1875810,"1999-08-25","F",6,49.34,"Silver","I buy a lot of art supplies and sing in the car.","UC16|UC09|UC01",173,"BF05","O","UE03","hctc",1,"none","UR99","SM02","DR02","US","Kentucky","Booneville",-83.6749,37.4762,"US","en","Y","Y",NULL,NULL,NULL,"2019-02-25 03:19:20","Y",39,"2019-02-25 03:22:27","2019-02-25 03:35:01","Y",NULL,"2019-02-25 03:35:52","2019-02-25 03:48:30"
1875818,"2000-01-25","F",5,70.64,"Diamond",NULL,NULL,160,"BF00",NULL,"UE01",NULL,7,NULL,"UR00","SM02","DR02","JP","","Tokio",139.7320,35.7090,"MX","es","N","Y",NULL,NULL,"h","2019-02-25 03:22:18","Y",39,"2019-02-25 03:28:40","2019-02-25 03:40:01","Y",NULL,"2019-02-25 17:28:37","2019-02-26 02:04:44"
1875820,"1978-06-19","F",3,NULL,NULL,NULL,NULL,160,"BF05",NULL,"UE03",NULL,159,NULL,"UR01","SM02","DR01","KR","전라남도","목포시",126.3922,34.8118,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-25 03:23:10",NULL,NULL,NULL,NULL,"N","ProfileEdit","2019-02-25 03:30:26","2019-02-25 03:23:12"
1875822,NULL,"F",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,NULL,NULL,"","",NULL,NULL,"PH","en","N","Y",NULL,+6394,NULL,"2019-02-25 03:24:16",NULL,NULL,NULL,NULL,"N","Birthday","2019-02-25 03:25:25","2019-02-25 03:24:18"
1875828,"1994-04-05","F",3,NULL,NULL,NULL,NULL,162,"BF01",NULL,"UE02",NULL,6,NULL,"UR00","SM02","DR01","KR","","울산광역시",129.3520,35.5527,"KR","ko","N","Y","Y",NULL,"hotmail","2019-02-25 03:27:41","N",39,"2019-02-25 03:32:30",NULL,"N","Review","2019-02-25 03:31:59","2019-02-25 03:27:44"
1875830,"1994-09-16","F",4,44.10,"Silver",NULL,NULL,163,"BF04",NULL,"UE01",NULL,"<job>petco</job>",NULL,"UR01","SM00","DR00","US","California","Sacramento",-121.4944,38.5816,"US","en","N","Y",NULL,+1702,NULL,"2019-02-25 03:27:59","Y",39,"2019-02-25 03:37:37","2019-02-25 03:50:03","Y",NULL,"2019-02-25 03:50:10","2019-02-25 04:20:03"
1875832,"1999-10-02","F",3,77.01,"Diamond",NULL,NULL,160,"BF01",NULL,"UE01",NULL,8,NULL,"UR00","SM02","DR01","KR","","대전광역시",127.3845,36.3504,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-25 03:29:05","Y",39,"2019-02-25 03:37:38","2019-02-25 03:39:52","Y",NULL,"2019-02-25 03:40:08","2019-03-14 23:00:53"
1875834,"1997-09-07","F",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,NULL,NULL,"","",NULL,NULL,"PH","en","N","Y",NULL,+6394,NULL,"2019-02-25 03:30:12",NULL,NULL,NULL,NULL,"N","Nickname","2019-02-25 03:31:42","2019-02-25 03:30:19"
1875839,"1979-12-01","F",3,67.63,"Diamond",NULL,NULL,150,"BF05",NULL,"UE01",NULL,8,NULL,"UR01","SM02","DR01","KR","경상북도","상주시",128.1591,36.4109,"KR","ko","Y","N",NULL,+8210,NULL,"2019-02-25 03:31:43","Y",64,"2019-03-06 08:48:44","2019-03-06 08:52:26","Y",NULL,"2019-03-06 09:08:23","2019-03-13 09:24:40"
1875840,"1994-02-11","F",3,62.93,"Gold",NULL,"UC16|UC06",161,"BF02","AB","UE03",NULL,5,NULL,"UR00","SM02","DR01","KR","","마산시",128.5814,35.2135,"KR","ko","N","N",NULL,+8210,"gmail.com","2019-02-25 03:31:58","Y",39,"2019-02-25 03:42:05","2019-02-25 03:43:21","Y",NULL,"2019-02-25 03:46:52","2019-03-15 12:19:44"
1875841,NULL,"F",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,NULL,NULL,"","",NULL,NULL,"US","en","N","Y",NULL,+1352,NULL,"2019-02-25 03:32:14",NULL,NULL,NULL,NULL,"N","Birthday","2019-02-25 03:32:24","2019-02-25 03:32:16"
1875842,"1998-09-25","F",2,NULL,NULL,NULL,NULL,165,"BF00",NULL,"UE03",NULL,34,NULL,"UR03","SM01","DR01","BO","Departamento de Coch","Cochabamba",-66.1249,-17.3709,"BO","es","N","Y",NULL,+5917,NULL,"2019-02-25 03:32:45",NULL,NULL,NULL,NULL,"N","ProfileEdit","2019-02-25 20:30:13","2019-02-25 20:30:21"
1875843,"1995-03-23","F",4,80.55,"Diamond",NULL,"UC02|UC06|UC08",165,"BF01",NULL,"UE03",NULL,5,NULL,"UR01","SM02","DR01","KR","","대전광역시",127.3845,36.3504,"KR","ko","Y","Y",NULL,NULL,"gmail.com","2019-02-25 03:33:12","Y",55,"2019-02-25 04:44:57","2019-02-25 04:46:25","Y",NULL,"2019-02-25 04:49:11","2019-02-25 07:58:04"
1875845,"1990-09-26","F",5,77.40,"Diamond","사진을 믿지마세요!!","UC00|UC16|UC02",153,"BF02","A","UE06",NULL,8,NULL,"UR00","SM02","DR01","KR","","대전광역시",127.3845,36.3504,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-25 03:34:54","Y",39,"2019-02-25 03:39:05","2019-02-25 03:40:05","Y",NULL,"2019-02-25 03:40:11","2019-03-14 13:42:08"
1875854,NULL,"F",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"",NULL,NULL,NULL,"","",NULL,NULL,"KR","ko","N","Y",NULL,NULL,NULL,"2019-02-25 03:39:38",NULL,NULL,NULL,NULL,"N","Birthday","2019-02-25 03:39:42","2019-02-25 03:39:40"
1875855,"1983-01-15","F",3,NULL,NULL,NULL,NULL,160,"BF02",NULL,"UE02",NULL,54,NULL,"UR00","SM02","DR01","KR","","부산광역시",129.0756,35.1796,"KR","ko","N","Y",NULL,NULL,NULL,"2019-02-25 03:40:47",NULL,NULL,NULL,NULL,"N","Picture","2019-02-25 03:41:48","2019-02-25 03:40:49"
1875865,"1996-01-28","F",2,NULL,NULL,NULL,NULL,161,"BF00",NULL,"UE03",NULL,7,NULL,"UR99","SM02","DR02","KR","","서울특별시",127.0956,37.6016,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-25 03:42:57",NULL,NULL,NULL,NULL,"N","ProfileEdit","2019-02-25 03:53:10","2019-02-25 03:42:59"
1875868,"1996-10-18","F",2,80.60,"Diamond",NULL,NULL,162,"BF03","A","UE02",NULL,34,NULL,"UR00","SM02","DR01","KR","강원도","원주시",127.9389,37.3702,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 03:44:08","Y",39,"2019-02-25 03:50:18","2019-02-25 03:51:44","Y",NULL,"2019-02-25 03:55:51","2019-03-02 02:19:29"
1875877,"1970-02-02","F",6,71.50,"Diamond","Testing the waters for this site.  Looking for someone to spend time with and see what happens.","UC13|UC06|UC15",165,"BF05","A","UE01",NULL,1,"Disabled - Don't Work","UR00","SM02","DR02","US","IL","Belleville",-89.9840,38.5201,"US","en","Y","Y",NULL,NULL,NULL,"2019-02-25 03:46:30","Y",55,"2019-02-25 04:03:11","2019-02-25 04:15:03","Y",NULL,"2019-02-25 04:20:58","2019-02-28 22:10:35"
1875878,"1997-03-26","F",4,79.95,"Diamond",NULL,NULL,164,"BF05",NULL,"UE01",NULL,54,NULL,"UR03","SM02","DR01","KR","","인천광역시",126.7052,37.4563,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 03:46:47","Y",39,"2019-02-25 03:50:22","2019-02-25 03:51:50","Y",NULL,"2019-02-25 03:58:48","2019-03-04 01:21:34"
1875881,"1992-06-01","F",3,49.77,"Silver","ㅎㅇ","UC09|UC00|UC06",163,"BF04","A","UE03","연세대학교",54,"ㅋㅋㅌ","UR00","SM02","DR01","US","California","Diamond Bar",-117.8103,34.0286,"US","en","N","Y",NULL,NULL,"gmail.com","2019-02-25 03:47:20","Y",39,"2019-02-25 03:51:41","2019-02-25 04:05:01","Y",NULL,"2019-02-25 20:21:11","2019-02-25 23:52:50"
1875883,"1993-10-04","F",2,68.10,"Diamond",NULL,NULL,154,"BF02",NULL,"UE03",NULL,76,NULL,"UR99","SM02","DR02","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,"naver.com","2019-02-25 03:50:12","Y",39,"2019-02-25 03:54:35","2019-02-25 03:55:30","Y",NULL,"2019-02-25 03:55:36","2019-03-07 14:00:57"
1875885,"1998-03-03","F",3,93.50,"Diamond",NULL,NULL,162,"BF03",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 03:52:12","Y",55,"2019-02-25 04:03:07","2019-02-25 04:05:02","Y",NULL,"2019-02-25 04:06:05","2019-02-25 04:25:52"
1875888,"1991-12-21","F",3,46.16,"Silver","A girl who likes to be creative but is kinda shy. Once I’m out though I pretty much become a bubbly person. I like to do a lot of things from reading and drawing to playing video games and watching horror movies. Im kind of a dork too but there’s to me to learn","UC16|UC00|UC06",163,"BF04",NULL,"UE03",NULL,5,"","UR00","SM02","DR01","US","Texas","Weslaco",-97.9908,26.1595,"US","en","Y","Y",NULL,NULL,NULL,"2019-02-25 03:54:00","Y",55,"2019-02-25 04:07:28","2019-02-25 04:20:03","Y",NULL,"2019-02-25 04:26:21","2019-03-02 14:48:52"
1875889,"1996-09-25","F",5,72.04,"Diamond","Casually obsessed with sparkles ✨","UC06|UC20|UC04",163,"BF02","B","UE03","Indiana University",7,"College","UR00","SM01","DR01","US","Indiana","Bloomington",-86.5264,39.1653,"US","en","N","Y",NULL,NULL,"gmail","2019-02-25 03:54:19","Y",39,"2019-02-25 03:57:37","2019-02-25 04:10:01","N","Review","2019-02-25 03:56:58","2019-02-25 03:54:23"
1875892,"2000-12-19","F",6,45.04,"Silver","more fun and exciting love my bunnies and looking for something real I'm not 4 12 I'm 5foot exactly but it won't let me chose it and don't know my blood type either","UC09|UC04|UC05",152,"BF04","AB","UE01","Thunder Basin High School",215,"Marshalls","UR01","SM01","DR01","US","WY","Gillette",-105.4842,44.3126,"US","en","N","Y",NULL,+1307,"ymai","2019-02-25 03:55:24","Y",39,"2019-02-25 03:58:55","2019-02-25 04:10:01","Y",NULL,"2019-02-25 04:10:24","2019-02-28 16:39:27"
1875897,"1995-08-01","F",2,NULL,NULL,NULL,"UC00",175,"BF00","A","UE03",NULL,1,NULL,"UR99","SM02","DR01","KR","Jeollabuk-do","Muju-gun",127.6608,36.0068,"KR","en","Y","Y",NULL,NULL,NULL,"2019-02-25 03:59:16",NULL,NULL,NULL,NULL,"N","Review","2019-02-25 04:01:04","2019-02-25 04:02:56"
1875901,"1998-03-31","F",6,60.49,"Gold",NULL,"UC04|UC15|UC16",165,"BF03",NULL,"UE01",NULL,"<job>fulltime</job>",NULL,"UR00","SM02","DR01","US","Alabama","Dothan",-85.3905,31.2232,"US","en","N","N",NULL,+1334,NULL,"2019-02-25 04:00:38","Y",55,"2019-02-25 04:12:34","2019-02-25 04:25:02","Y",NULL,"2019-02-25 04:25:11","2019-03-15 01:47:27"
1875906,"1992-01-17","F",3,77.51,"Diamond",NULL,NULL,164,"BF00",NULL,"UE03",NULL,5,NULL,"UR00","SM02","DR01","KR","경기도","수원시",127.0230,37.2671,"KR","ko","N","Y","Y",NULL,"hotmail.","2019-02-25 04:04:56","Y",55,"2019-02-25 04:07:30","2019-02-25 04:08:31","Y",NULL,"2019-02-25 04:08:53","2019-02-25 04:25:29"
1875908,"1993-08-07","F",3,84.66,"Diamond",NULL,NULL,162,"BF01",NULL,"UE02",NULL,3,NULL,"UR00","SM02","DR00","KR","","서울특별시",127.0100,37.5682,"KR","ko","N","Y","Y",NULL,"hotm","2019-02-25 04:08:19","Y",55,"2019-02-25 04:12:23","2019-02-25 04:13:25","Y",NULL,"2019-02-25 04:13:33","2019-02-25 04:13:36"
1875917,"1992-01-18","F",3,94.40,"Diamond",NULL,NULL,200,"BF01",NULL,"UE06",NULL,2,NULL,"UR00","SM02","DR02","DE","","Berlin",13.4050,52.5200,"BD","en","N","Y",NULL,+8801,NULL,"2019-02-25 04:10:27","Y",55,"2019-02-25 04:15:38","2019-02-25 04:30:02","N","Review","2019-02-25 04:12:08","2019-02-25 04:16:50"
1875919,"1976-02-27","F",3,NULL,NULL,NULL,NULL,168,"BF04",NULL,"UE01",NULL,"<job>disabled</job>",NULL,"UR99","SM02","DR01","US","OK","Del City",-97.4246,35.4335,"US","en","Y","Y",NULL,NULL,"yahoo.com","2019-02-25 04:11:38",NULL,NULL,NULL,NULL,"N","Review","2019-02-25 13:03:36","2019-02-25 12:56:15"
1875924,"1999-12-26","F",5,69.15,"Diamond",NULL,"UC16|UC05|UC08",160,"BF02",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR00","US","WI","Madison",-89.4015,43.0739,"US","en","N","Y",NULL,+1608,NULL,"2019-02-25 04:15:44","Y",55,"2019-02-25 04:22:00","2019-02-25 04:35:02","Y",NULL,"2019-02-25 04:36:14","2019-02-25 04:39:17"
1875939,"1995-05-03","F",5,70.81,"Diamond",NULL,"UC06|UC09|UC00",161,"BF01","O","UE03",NULL,297,"","UR00","SM02","DR01","KR","","인천광역시",126.7052,37.4563,"KR","ko","N","Y",NULL,+8210,"naver.com","2019-02-25 04:26:46","Y",55,"2019-02-25 04:35:02","2019-02-25 04:36:24","Y",NULL,"2019-02-25 04:36:29","2019-02-25 14:19:01"
1875942,"2000-01-01","F",2,NULL,NULL,NULL,NULL,158,"BF00",NULL,"UE01",NULL,1,NULL,"UR00","SM01","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 04:27:33",NULL,NULL,NULL,NULL,"N","Review","2019-02-25 04:29:25","2019-02-25 04:27:35"
1875943,"1993-07-23","F",4,72.27,"Diamond",NULL,"",169,"BF02","O","UE02","항공과",3,"취준생","UR00","SM02","DR01","KR","","대구광역시",128.6014,35.8714,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-25 04:27:43","Y",55,"2019-02-25 04:35:04","2019-02-25 04:36:21","Y",NULL,"2019-02-25 04:37:43","2019-03-15 12:00:37"
1875950,"1994-01-03","F",3,61.38,"Gold",NULL,NULL,161,"BF05",NULL,"UE03",NULL,7,NULL,"UR01","SM02","DR02","US","텍사스","휴스턴",-95.3698,29.7604,"US","ko","Y","Y",NULL,NULL,"naver.co","2019-02-25 04:33:24","Y",55,"2019-02-25 04:38:01","2019-02-25 04:50:01","Y",NULL,"2019-02-25 04:51:28","2019-02-25 04:59:26"
1875958,"1995-12-12","F",3,53.93,"Gold","Hello! 
I am very open to speaking with anyone and getting to know them☺","UC16|UC01",152,"BF04",NULL,"UE03","UC Merced",91,"Automall","UR03","SM02","DR01","US","CA","Bakersfield",-119.0833,35.3081,"US","en","N","Y",NULL,+1661,NULL,"2019-02-25 04:36:31","Y",55,"2019-02-25 04:45:16","2019-02-25 05:00:03","Y",NULL,"2019-02-25 05:12:30","2019-03-07 23:41:30"
1875961,"1999-07-25","F",2,72.58,"Diamond",NULL,"",155,"BF02","B","UE01","",5,NULL,"UR00","SM02","DR01","KR","경기도","양주시",127.0458,37.7853,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 04:39:20","Y",55,"2019-02-25 04:45:00","2019-02-25 04:47:45","Y",NULL,"2019-02-25 04:49:48","2019-02-25 05:27:21"
1875963,"1998-05-05","F",3,67.51,"Diamond",NULL,"UC06|UC13|UC09",168,"BF02",NULL,"UE06",NULL,5,NULL,"UR01","SM02","DR02","US","GA","Dewy Rose",-82.9529,34.1698,"US","en","N","Y",NULL,+1762,NULL,"2019-02-25 04:39:52","Y",55,"2019-02-25 04:54:47","2019-02-25 05:05:02","Y",NULL,"2019-02-25 05:10:32","2019-02-25 05:13:45"
1875964,"1996-10-28","F",3,72.32,"Diamond",NULL,NULL,164,"BF05",NULL,"UE03",NULL,8,NULL,"UR00","SM02","DR01","KR","","인천광역시",126.7052,37.4563,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 04:40:22","Y",55,"2019-02-25 04:46:45","2019-02-25 04:48:21","Y",NULL,"2019-02-25 04:48:26","2019-02-25 05:26:13"
1875974,"1988-08-14","F",5,77.97,"Diamond",NULL,NULL,160,"BF02",NULL,"UE03",NULL,8,NULL,"UR00","SM02","DR01","US","CA","Berkeley",-122.2722,37.8488,"US","en","Y","Y",NULL,NULL,"gmail.c","2019-02-25 04:47:48","Y",55,"2019-02-25 04:54:46","2019-02-25 05:05:02","Y",NULL,"2019-02-25 05:17:54","2019-02-25 23:14:17"
1875977,"1998-02-27","F",4,70.54,"Diamond",NULL,NULL,163,"BF05",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 04:48:29","Y",46,"2019-02-25 06:36:48","2019-02-25 06:39:13","Y",NULL,"2019-02-25 06:43:26","2019-02-27 06:39:01"
1875981,"1995-01-26","F",5,78.26,"Diamond",NULL,NULL,156,"BF02",NULL,"UE03",NULL,5,NULL,"UR00","SM02","DR01","KR","","대구광역시",128.6014,35.8714,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-25 04:51:30","Y",55,"2019-02-25 04:54:54","2019-02-25 04:56:04","Y",NULL,"2019-02-25 04:56:10","2019-03-15 10:14:39"
1875983,"1999-05-05","F",4,84.47,"Diamond",NULL,NULL,163,"BF01","B","UE01",NULL,54,NULL,"UR01","SM02","DR01","KR","","대전광역시",127.3845,36.3504,"KR","ko","Y","Y",NULL,NULL,"hanmail.net","2019-02-25 04:52:26","Y",55,"2019-02-25 04:58:05","2019-02-25 05:00:34","Y",NULL,"2019-02-25 05:01:26","2019-02-25 15:42:52"
1875986,"1999-12-20","F",4,67.15,"Diamond",NULL,NULL,173,"BF03",NULL,"UE03",NULL,221,NULL,"UR03","SM01","DR01","US","WI","Milwaukee",-87.9260,42.9935,"US","en","N","N",NULL,+1414,"live.co","2019-02-25 04:54:22","Y",55,"2019-02-25 04:58:09","2019-02-25 05:10:01","Y",NULL,"2019-02-25 05:12:09","2019-03-11 03:26:03"
1875988,"1995-02-27","F",4,91.46,"Diamond",NULL,NULL,163,"BF00",NULL,"UE02",NULL,7,NULL,"UR00","SM02","DR00","KR","경기도","군포시",126.9480,37.3589,"KR","ko","N","Y","Y",NULL,"hotmail.","2019-02-25 04:58:52","Y",55,"2019-02-25 05:02:49","2019-02-25 05:04:07","Y",NULL,"2019-02-25 05:04:20","2019-02-25 05:55:11"
1875989,"1995-09-27","F",2,83.98,"Diamond",NULL,NULL,160,"BF01",NULL,"UE03",NULL,44,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","N",NULL,NULL,NULL,"2019-02-25 04:59:05","Y",55,"2019-02-25 05:09:55","2019-02-25 05:11:13","Y",NULL,"2019-02-25 05:12:20","2019-03-10 10:23:38"
1875991,"1985-07-17","F",6,67.50,"Diamond",NULL,"UC02|UC08|UC05",167,"BF05","B","UE03","",24,"","UR00","SM02","DR01","KR","","부산광역시",129.0756,35.1796,"KR","ko","N","N",NULL,+8210,NULL,"2019-02-25 04:59:24","Y",55,"2019-02-25 05:09:52","2019-02-25 05:11:13","Y",NULL,"2019-02-25 05:11:27","2019-03-15 12:43:58"
1876004,"1997-11-03","F",2,84.08,"Diamond",NULL,NULL,158,"BF01",NULL,"UE03",NULL,7,NULL,"UR00","SM02","DR02","KR","","대구광역시",128.6014,35.8714,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 05:07:11","Y",55,"2019-02-25 05:12:28","2019-02-25 05:14:21","Y",NULL,"2019-02-25 05:15:00","2019-02-25 05:15:40"
1876007,"1992-02-05","F",2,83.83,"Diamond","심심할때놀아줄친규","",161,"BF01",NULL,"UE04",NULL,6,NULL,"UR00","SM02","DR01","KR","","부산광역시",129.0756,35.1796,"KR","ko","Y","N",NULL,+8210,NULL,"2019-02-25 05:08:16","Y",55,"2019-02-25 05:18:21","2019-02-25 05:19:33","Y",NULL,"2019-02-25 05:23:43","2019-03-12 06:32:19"
1876012,"1994-02-22","F",2,72.69,"Diamond","안녕해요","UC08|UC15",165,"BF05",NULL,"UE02",NULL,65,"","UR00","SM01","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","Y","Y",NULL,NULL,"gmail.c","2019-02-25 05:10:10","Y",55,"2019-02-25 05:18:19","2019-02-25 05:19:38","Y",NULL,"2019-02-25 05:19:40","2019-02-26 18:42:51"
1876015,"1996-05-29","F",2,75.63,"Diamond",NULL,"UC15|UC02|UC16",165,"BF01",NULL,"UE01",NULL,139,NULL,"UR00","SM02","DR02","KR","","광주광역시",126.8962,35.2069,"KR","ko","Y","Y",NULL,NULL,NULL,"2019-02-25 05:11:17","Y",55,"2019-02-25 05:21:52","2019-02-25 05:23:08","Y",NULL,"2019-02-25 05:27:56","2019-03-07 20:29:27"
1876027,"1993-09-12","F",3,77.04,"Diamond",NULL,NULL,164,"BF00",NULL,"UE03",NULL,5,NULL,"UR00","SM02","DR01","KR","경기도","성남시",127.1605,37.4397,"KR","ko","N","Y","Y",NULL,"hotm","2019-02-25 05:15:39","Y",55,"2019-02-25 05:37:47","2019-02-25 05:38:58","Y",NULL,"2019-02-25 05:39:22","2019-02-25 08:11:49"
1876028,"1990-12-18","F",2,68.48,"Diamond",NULL,NULL,170,"BF01",NULL,"UE03",NULL,297,NULL,"UR03","SM02","DR01","PH","Western Visayas","Iloilo City",122.5621,10.7202,"PH","en","Y","Y",NULL,NULL,NULL,"2019-02-25 05:15:50","Y",55,"2019-02-25 05:21:41","2019-02-25 05:35:04","Y",NULL,"2019-02-25 05:38:04","2019-02-27 07:30:22"
1876030,"2000-06-02","F",2,50.21,"Gold",NULL,NULL,200,"BF02",NULL,"UE06",NULL,7,NULL,"UR01","SM02","DR02","KR","","Seúl",126.9780,37.5665,"GT","es","Y","Y",NULL,NULL,NULL,"2019-02-25 05:16:59","Y",55,"2019-02-25 05:33:28","2019-02-25 05:36:25","Y",NULL,"2019-02-25 05:40:46","2019-02-28 03:57:31"
1876035,"1988-12-10","F",0,NULL,NULL,NULL,NULL,155,"BF02",NULL,"UE01",NULL,54,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","Y",NULL,+8210,NULL,"2019-02-25 05:20:27",NULL,NULL,NULL,NULL,"N","Picture","2019-02-25 05:22:16","2019-02-25 05:23:22"
1876036,"1992-06-25","F",4,66.99,"Diamond",NULL,NULL,155,"BF05",NULL,"UE02",NULL,54,NULL,"UR00","SM02","DR01","KR","","광주광역시",126.8526,35.1595,"KR","ko","Y","Y",NULL,NULL,"naver.co","2019-02-25 05:21:25","Y",55,"2019-02-25 05:24:40","2019-02-25 05:25:44","Y",NULL,"2019-02-25 05:26:31","2019-03-03 01:15:11"
1876039,"1998-06-20","F",5,82.46,"Diamond",NULL,NULL,164,"BF02",NULL,"UE01",NULL,129,NULL,"UR00","SM02","DR01","KR","","서울특별시",126.9780,37.5665,"KR","ko","N","N",NULL,NULL,"naver.co","2019-02-25 05:23:05","Y",55,"2019-02-25 05:29:12","2019-02-25 05:30:51","Y",NULL,"2019-02-25 05:30:59","2019-03-15 03:35:18"
